Event ID, start date (decimal year), end date (decimal year), SSE centroid longitude, SSE centroid latitude, SSE centroid depth (km), Mw, duration (days)
0, 2007.0554, 2007.091, -123.56175388809024, 47.92615968569637, 37.37338692013923, 6.514286187407266, 14
1, 2007.4689, 2007.499, -122.9938472008147, 45.652130959910686, 37.27291563008713, 5.919315057779335, 12
2, 2007.7481, 2007.7864, -125.81481774117219, 49.12508436605011, 24.905522124269694, 5.993550510923746, 15
3, 2008.3477, 2008.3778, -123.55016387869503, 48.01800064651735, 37.31036541399982, 6.347496568288606, 12
4, 2008.4079, 2008.4326, -124.36271147814371, 48.768111893743324, 36.42523103025932, 5.545715838575583, 10
5, 2008.4216, 2008.4463, -123.72250033625771, 43.82672383761722, 29.94594715384661, 5.9806708502095125, 10
6, 2008.9692, 2008.9802, -123.01066111277318, 45.22745016359571, 37.41764580385121, 5.975863123558283, 5
7, 2008.961, 2008.9829, -124.2207607110136, 48.95950442826107, 40.35510698132066, 5.783035003794631, 9
8, 2008.961, 2008.9829, -124.56944363430907, 48.891090784635885, 36.27562806844298, 5.362059534810677, 9
9, 2008.961, 2008.9692, -123.85466625262852, 48.766800063661144, 40.648217898172916, 4.777387442289963, 4
10, 2008.961, 2008.9692, -123.88987915562025, 49.19434957963855, 47.083599573447856, 5.111944180842837, 4
11, 2008.961, 2008.9829, -123.95066176511128, 49.40299726086663, 49.86170795571331, 5.032780423039018, 9
12, 2008.961, 2008.9692, -124.51528464430068, 49.27503653623339, 42.30992345577107, 4.995506147778261, 4
13, 2008.961, 2008.9692, -124.65628918130379, 49.21431101327502, 40.25881045277581, 5.197605372126038, 4
14, 2008.961, 2008.9829, -124.51522304514602, 49.38782374355315, 44.23853513611882, 5.165483231280252, 9
15, 2008.961, 2008.9692, -124.93033514620836, 49.100444867819654, 35.887198262504825, 4.79548705755552, 4
16, 2008.9692, 2008.9692, nan, nan, nan, -inf, 1
17, 2008.961, 2008.9692, -124.99522774934394, 49.13468892781355, 35.74076632143111, 4.87123699448079, 4
18, 2009.1554, 2009.18, -126.04979677052425, 49.35364234179804, 25.59049485639269, 6.279768326762767, 10
19, 2009.191, 2009.2101, -123.82315314410211, 42.057079868887776, 29.864641491414226, 6.195605587150066, 8
20, 2009.3415, 2009.3634, -123.26967797989977, 47.821338080362445, 38.76948778680526, 6.117723039185716, 9
21, 2009.5989, 2009.6728, -123.33646703077824, 46.08466660526242, 34.059859421096675, 6.539004192729461, 28
22, 2010.6174, 2010.653, -123.4535936831925, 47.8305385549908, 37.45365365901307, 6.479177402764763, 14
23, 2011.4031, 2011.4223, -125.69329800705465, 49.09511446873714, 26.093256733361816, 5.7109981944272485, 8
24, 2011.4387, 2011.4853, -123.45396123368349, 45.24746381927293, 32.0476028373699, 6.329739417721488, 18
25, 2011.5647, 2011.5893, -123.1595967623578, 46.76476968364289, 37.29311448393176, 6.149351279370941, 10
26, 2011.614, 2011.6523, -123.52362059723546, 47.85399575964069, 36.440600271744636, 6.366078521145543, 15
27, 2011.6632, 2011.6879, -124.11724826275287, 41.066557470592734, 18.47182458019265, 5.674057752765616, 10
28, 2011.6879, 2011.6988, -126.68024175107799, 49.5635250947422, 21.492622937925518, 6.010742184851517, 5
29, 2012.0794, 2012.0958, -124.2240249735016, 47.76515952601811, 27.270089961645525, 5.911797871542027, 7
30, 2012.6762, 2012.7447, -124.3403692103009, 48.54868264420151, 34.424239788270384, 6.5186978848526245, 26
31, 2012.7474, 2012.7858, -123.74916042246491, 43.29700505792558, 28.369761624751934, 5.810969922708285, 15
32, 2012.8104, 2012.8241, -123.36233397837472, 40.81402109319369, 34.31134470281554, 5.721256838367179, 6
33, 2013.1828, 2013.1992, -123.4906538816906, 44.76903767045266, 32.42259609817177, 5.554104848321956, 7
34, 2013.1855, 2013.2019, -123.36182182521057, 44.81802893192167, 33.416498414306666, 5.092769715176292, 7
35, 2013.191, 2013.2047, -123.36509247293148, 44.84634411659954, 33.16589183164265, 4.944917545853641, 6
36, 2013.1937, 2013.1937, -123.439415894135, 44.79699400497824, 32.85677785998177, 4.5427332623568555, 1
37, 2013.1964, 2013.1964, -123.439415894135, 44.79699400497824, 32.85677785998177, 4.462908464359803, 1
38, 2013.2019, 2013.2019, -123.439415894135, 44.79699400497824, 32.85677785998177, 4.414831272157573, 1
39, 2013.2293, 2013.2485, -123.07816662441736, 45.80841652337587, 36.74331883957353, 5.940896710142909, 8
40, 2013.5661, 2013.5907, -123.94423047947664, 42.08552060881307, 26.293441075615426, 5.866464235157448, 10
41, 2013.7248, 2013.7659, -124.17298159317757, 48.4598294338195, 35.11208634507568, 6.429709756480334, 16
42, 2014.1383, 2014.1656, -123.78466156990646, 43.79934514485771, 28.940273800918785, 5.898778246738072, 11
43, 2014.2943, 2014.319, -127.25804396338721, 49.732422976294785, 16.732966289354838, 5.989186154903688, 10
44, 2014.4586, 2014.4805, -123.15988550141799, 46.61435646204027, 37.02822869449377, 5.955994721594778, 9
45, 2014.6667, 2014.6968, -123.32785965220599, 47.22161515175084, 35.053428452446546, 5.844766871320991, 12
46, 2014.8693, 2014.8857, -125.42355290811277, 48.88304072823712, 26.616461498763375, 5.644331157604767, 7
47, 2014.8939, 2014.9158, -124.14867902188621, 48.80944568456006, 38.912239669797344, 5.7921917952739115, 8
48, 2014.9158, 2014.9459, -123.47911801529087, 47.901708209841985, 36.801980788388576, 6.25188187277955, 12
49, 2015.7974, 2015.822, -123.74945734735682, 41.788809445520656, 31.636202787203366, 5.872182648984528, 10
50, 2015.9836, 2016.0329, -124.08071087631409, 48.34053629711872, 35.01936261043467, 6.621384580568677, 19
51, 2016.0493, 2016.104, -123.11314636782517, 46.939540269695655, 38.188052495146046, 6.216118787997574, 21
52, 2016.1123, 2016.1725, -123.38527442210615, 45.263418832957676, 33.573902861315, 6.445859600902765, 23
53, 2017.1417, 2017.1608, -123.2619398922259, 47.54213033053105, 37.275891088476094, 6.076066565570593, 8
54, 2017.2211, 2017.2649, -124.29450928129741, 48.51939402306237, 34.230375015994234, 6.395743180292509, 17
55, 2017.9192, 2017.9329, -124.66005595752225, 48.24560291507263, 27.60190542854291, 5.903990556309403, 6
56, 2017.9411, 2017.9685, -123.55782848868684, 44.78427950597395, 31.37841656619741, 5.807600456048754, 11
57, 2017.9877, 2018.0178, -123.51539147119436, 45.649958749573955, 31.318522495194408, 6.127470580551051, 12
