Event ID, start date (decimal year), end date (decimal year), SSE centroid longitude, SSE centroid latitude, SSE centroid depth (km), Mw, duration (days)
58, 2018.0479, 2018.0862, -123.34705087836743, 46.557715883058094, 34.26397892363119, 6.27266062760551, 15
59, 2018.0999, 2018.1328, -124.68927036184697, 48.23992844842291, 27.10522892923085, 6.017390549827848, 13
60, 2018.3682, 2018.3956, -123.28683228474547, 47.54549033078532, 37.1505566132164, 6.265427568695618, 11
61, 2018.475, 2018.5352, -124.18635123265511, 48.466908238027834, 34.84386316284836, 6.498137369530297, 23
62, 2018.8474, 2018.8693, -123.88048171670171, 42.10743038463474, 28.56783837004612, 6.086175413545565, 9
63, 2019.2361, 2019.2608, -123.34767173377291, 46.59437140444285, 33.965628339459926, 5.732568628221248, 10
64, 2019.3073, 2019.3238, -123.95842045419727, 41.20698803815325, 22.885987044679588, 5.952214178485115, 7
65, 2019.3402, 2019.3785, -123.37438232083004, 44.57966265591022, 34.17656814467089, 6.404458693006377, 15
66, 2019.5619, 2019.5948, -123.78883677858003, 43.38754347687276, 28.086947911305362, 5.9748937182129005, 13
67, 2019.6249, 2019.6413, -123.59719543280204, 48.15936432284813, 37.57492154202881, 6.1977573843712825, 7
68, 2019.8713, 2019.8932, -124.66994397206639, 48.8263844446446, 33.91479848920176, 6.129695213048311, 9
69, 2020.7721, 2020.8022, -123.29695291658327, 47.1795844503952, 36.254799952842845, 6.496857967874522, 12
70, 2020.8487, 2020.8898, -123.55656575988685, 48.16788251611361, 37.70793092086908, 6.102525722262983, 16
71, 2021.0815, 2021.1006, -124.90967056738491, 48.88076778279566, 31.899401658120148, 6.230390504796369, 8
72, 2021.1143, 2021.1335, -123.9523324529537, 46.42738840238014, 24.72026578121528, 6.046564545104892, 8
73, 2021.2649, 2021.2841, -123.80176267262169, 42.14573764714842, 30.147249379676488, 5.732764078096005, 8
74, 2021.2895, 2021.3443, -123.36613878011543, 45.07392217296865, 32.89455100262212, 6.179503037365477, 21
75, 2021.3142, 2021.3443, -123.7201174521862, 43.54918313352474, 29.735447076778257, 6.076321004498023, 12
76, 2021.7604, 2021.7769, -123.28222263307414, 47.82479517029482, 38.46092682818667, 6.024789568883725, 7
77, 2021.8015, 2021.8289, -123.60366890941286, 48.248226918427974, 38.019292161616036, 6.095217054134921, 11
78, 2022.2204, 2022.256, -124.68301876903578, 48.83405470820793, 33.864772554984, 6.171207073642957, 14
79, 2022.2341, 2022.2505, -123.7648870051454, 42.13004788969069, 31.628372363325987, 5.563946999940705, 7
80, 2022.245, 2022.2478, -123.76247265726826, 42.174125734654304, 31.053155543215876, 5.103590084109178, 2
81, 2022.3901, 2022.412, -123.02307494491427, 46.8981062674318, 39.665131551463695, 6.209812708323953, 9
82, 2022.7379, 2022.7789, -123.17722577537643, 45.64451275324162, 34.83303460046154, 5.986629848470614, 16
