Event ID, start date (decimal year), end date (decimal year), SSE centroid longitude, SSE centroid latitude, SSE centroid depth (km), Mw, duration (days)
0, 2007.0554, 2007.0856, -123.42182292773221, 47.94911006949802, 38.52369299231556, 6.3778636539519065, 12
1, 2007.7618, 2007.7864, -125.92751222066642, 49.021011572039775, 21.72605329065673, 5.796774229755406, 10
2, 2008.3504, 2008.3778, -123.43762975700018, 48.013346659542115, 37.94732229842545, 6.195428368846414, 11
3, 2008.961, 2008.9829, -124.37178154855769, 49.03533799856653, 40.11282656966417, 5.887524330441367, 9
4, 2008.9719, 2008.9802, -123.11276820209896, 45.18748917641673, 35.24100810956951, 5.9178262659472045, 4
5, 2009.1472, 2009.1773, -126.15486493000273, 49.54328872765227, 26.73154856988613, 5.957055862709837, 12
6, 2009.1663, 2009.1745, -125.53739004550566, 48.98292337661138, 26.580098153360975, 5.638099306197287, 4
7, 2009.1937, 2009.2047, -123.79754040876428, 42.08155061928041, 30.38546057292371, 6.08639154348431, 5
8, 2009.3388, 2009.3607, -123.2066055431794, 47.75176394278727, 38.81770870755032, 5.932577976356549, 9
9, 2009.6016, 2009.6235, -123.2880763926816, 46.50750223252883, 35.07576443723232, 6.372900158878877, 9
10, 2009.6482, 2009.681, -123.31246485488892, 45.179001065680566, 32.82185296764337, 5.798387123154786, 13
11, 2010.6174, 2010.6502, -123.39360302807881, 47.808669262007776, 37.52506036320432, 6.356489478222167, 13
12, 2011.4387, 2011.4771, -123.32990563577985, 45.21849335125631, 33.01422796245728, 6.000231423558883, 15
13, 2011.5674, 2011.5893, -123.12786382441628, 46.74961638584991, 37.57328171033695, 5.957158739208037, 9
14, 2011.6167, 2011.6496, -123.3643338971994, 47.85111212914756, 37.72242499884131, 6.191354963142699, 13
15, 2011.6879, 2011.6961, -126.6157507235224, 49.600615633115645, 22.785369355375867, 5.928422258562254, 4
16, 2012.6762, 2012.6899, -124.73206327285001, 48.8240622920036, 33.17678575823437, 6.274939386838176, 6
17, 2012.7118, 2012.7474, -123.41220851525709, 47.880559831418815, 36.945684485796356, 5.961629491799297, 14
18, 2013.7221, 2013.744, -123.407873439119, 47.837665926236674, 36.467532307529446, 5.6869319806966905, 9
19, 2013.744, 2013.7659, -123.92601495464525, 48.53478414554604, 37.52418780238788, 6.047146324245296, 9
20, 2013.744, 2013.7577, -124.81497098676982, 48.90452180830925, 34.10375373386473, 5.6189026541974405, 6
21, 2014.2998, 2014.319, -127.2440510047373, 49.74464562397865, 17.218976416985747, 5.932383318904645, 8
22, 2014.4586, 2014.4778, -123.19623196399523, 46.63717641849169, 36.296759834819504, 5.66264177330309, 8
23, 2014.9158, 2014.9405, -123.44681015875501, 47.91772718318652, 36.80207534238421, 6.108304178588018, 10
24, 2015.9781, 2016.0246, -123.95423150207135, 48.32946287332269, 35.869195061119036, 6.520229121884736, 18
25, 2016.0684, 2016.0931, -122.99669444944308, 46.94035917344669, 39.81976979830461, 5.96629063869042, 10
26, 2016.1095, 2016.1561, -123.23093698162663, 45.36181544698486, 34.885900677237935, 6.216707366239262, 18
27, 2017.1444, 2017.1608, -123.22902441820042, 47.52546556215553, 37.443192019003405, 5.949693932130192, 7
28, 2017.2211, 2017.2512, -123.76000550618907, 48.39524608711398, 37.755110427502125, 6.168226370576334, 12
29, 2017.9192, 2017.9302, -124.73928524864066, 48.20488999486214, 26.47218007242126, 5.731903640102346, 5
30, 2017.9904, 2018.0068, -123.33614650156974, 45.63722834597086, 32.89485775250399, 5.904550206118139, 7
31, 2018.0479, 2018.0726, -123.13731136159485, 46.57911033156529, 37.3431681477762, 6.061332330715469, 10
32, 2018.1027, 2018.1164, -124.73928524864066, 48.20488999486214, 26.47218007242126, 5.831048603487518, 6
33, 2018.3737, 2018.3901, -123.15699099854635, 47.57412158205789, 38.783803401969784, 6.137573966539993, 7
34, 2018.4695, 2018.486, -124.53084320240761, 48.92578069190572, 37.03682840490089, 5.761046032644592, 7
35, 2018.5106, 2018.5243, -123.80775292505085, 48.35428176941386, 37.0905357156711, 6.287259506899708, 6
36, 2018.8446, 2018.8611, -123.89454675880167, 42.07113519224035, 27.913503244392025, 5.976593264706633, 7
37, 2019.3073, 2019.321, -123.95154715793689, 41.185205509387124, 22.440252227996872, 5.913564171727305, 6
38, 2019.3539, 2019.3758, -123.39633026038624, 44.43458460186344, 33.769097770799796, 6.1554706437500535, 9
39, 2019.6277, 2019.6441, -123.42483469824344, 48.16993179313442, 39.08472959125993, 6.080161987834438, 7
40, 2020.7775, 2020.8049, -123.2213458835317, 47.218080727385264, 37.15315862127007, 6.402281871375084, 11
41, 2020.8433, 2020.8679, -123.66581059699637, 48.1607714619656, 36.053216042320166, 5.9225565478064945, 10
42, 2021.0787, 2021.0897, -125.57649914593061, 48.89467651173626, 24.72587462238801, 5.679725564656542, 5
43, 2021.0842, 2021.1006, -124.54878069684445, 48.90238693758263, 36.591979450506805, 5.868717168744197, 7
44, 2021.117, 2021.1335, -123.90720486874665, 46.444057098188274, 25.35696175763872, 6.01420995617046, 7
45, 2021.3032, 2021.3224, -123.17937803114957, 45.100179326852455, 33.91803965709171, 5.671269562912278, 8
46, 2021.3196, 2021.3415, -123.85828072898269, 43.47402621124807, 26.90466580406941, 5.808942995245224, 9
47, 2021.7659, 2021.7769, -123.27387793870527, 47.79205032239908, 38.0569014579799, 5.86321012707677, 5
48, 2021.807, 2021.8234, -123.5231805548682, 48.272136172716564, 38.577330317281216, 5.942520233039963, 7
49, 2022.2313, 2022.256, -124.36271147814371, 48.768111893743324, 36.42523103025932, 5.659917680133391, 10
50, 2022.3874, 2022.4066, -122.97141228087389, 46.86959422508687, 40.25618272171052, 6.073545775373403, 8
