Event ID, start date (YMD), end date (YMD), SSE centroid longitude, SSE centroid latitude, SSE centroid depth (km), Mw, SSE duration (days), SSE area (km^2), distance nucleation point-arrest point (km)
30, 2012 1 31, 2012 2 6, -124.2240249735016, 47.76515952601811, 27.270089961645525, 5.927482585160157, 7, 10011.168039020733, 18.33811135881465
31, 2012 8 31, 2012 9 30, -124.31985758200835, 48.531223941779764, 34.51898708938762, 6.5340339832678005, 31, 90198.96484285244, 64.98608830189319
32, 2012 9 30, 2012 10 15, -123.74916042246491, 43.29700505792558, 28.369761624751934, 5.826453242193778, 16, 8341.478382168389, 263.6018623527443
33, 2012 10 23, 2012 10 29, -123.3500832718183, 40.80227536061525, 34.47522696102054, 5.741627115558334, 7, 9768.899517132057, 16.86784943350735
34, 2013 3 5, 2013 3 14, -123.4906538816906, 44.76903767045266, 32.42259609817177, 5.568022543774547, 10, 6455.203856295158, 34.544181203173906
35, 2013 3 9, 2013 3 15, -123.36182182521057, 44.81802893192167, 33.416498414306666, 5.092769715176292, 7, 4155.599466121115, 161.26830070192798
36, 2013 3 11, 2013 3 16, -123.36509247293148, 44.84634411659954, 33.16589183164265, 4.944917545853641, 6, 2769.455463739623, 198.5509560621004
37, 2013 3 12, 2013 3 12, -123.439415894135, 44.79699400497824, 32.85677785998177, 4.5427332623568555, 1, 460.3707746872511, 33.15561466778659
38, 2013 3 13, 2013 3 13, -123.439415894135, 44.79699400497824, 32.85677785998177, 4.462908464359803, 1, 460.3707746872511, 0.0
39, 2013 3 15, 2013 3 15, -123.439415894135, 44.79699400497824, 32.85677785998177, 4.414831272157573, 1, 460.3707746872511, 55.56173020900437
40, 2013 3 21, 2013 4 1, -123.07816662441736, 45.80841652337587, 36.74331883957353, 5.945563394129646, 12, 16011.500426226854, 19.38728880483554
41, 2013 7 26, 2013 8 5, -123.94423047947664, 42.08552060881307, 26.293441075615426, 5.879247354536037, 11, 12791.183320559785, 57.46760101417735
42, 2013 9 14, 2013 10 7, -124.17298159317757, 48.4598294338195, 35.11208634507568, 6.44089116906115, 24, 74038.80208140508, 0.0
43, 2014 2 20, 2014 3 5, -123.78466156990646, 43.79934514485771, 28.940273800918785, 5.9110923866263185, 14, 13877.38340481511, 207.71853821803595
44, 2014 4 15, 2014 4 28, -127.25804396338721, 49.732422976294785, 16.732966289354838, 6.005250661379962, 14, 10285.73769018234, 38.46216239608049
45, 2014 6 16, 2014 6 25, -123.15988550141799, 46.61435646204027, 37.02822869449377, 5.958349876018793, 10, 15868.930825144413, nan
46, 2014 9 1, 2014 9 13, -123.32785965220599, 47.22161515175084, 35.053428452446546, 5.851024109101423, 13, 11741.267929398684, 17.979868702251704
47, 2014 11 13, 2014 11 20, -125.42355290811277, 48.88304072823712, 26.616461498763375, 5.664816627634438, 8, 9299.098681487887, 33.021312065129386
48, 2014 11 21, 2014 12 1, -124.14867902188621, 48.80944568456006, 38.912239669797344, 5.804767761204814, 10, 14905.907892498555, 462.64542823629654
49, 2014 11 28, 2014 12 12, -123.47911801529087, 47.901708209841985, 36.801980788388576, 6.262791617625769, 14, 32846.10432409927, 0.0
50, 2015 10 19, 2015 11 1, -123.74945734735682, 41.788809445520656, 31.636202787203366, 5.884461115251482, 14, 15773.663587875297, 0.0
51, 2015 12 24, 2016 1 13, -124.08071087631409, 48.34053629711872, 35.01936261043467, 6.633687837702262, 21, 92950.64343002945, nan
52, 2016 1 21, 2016 2 10, -123.12402103201859, 46.92552576059887, 38.00936417984777, 6.227759188564684, 21, 32173.294312509526, nan
53, 2016 2 6, 2016 3 1, -123.38527442210615, 45.263418832957676, 33.573902861315, 6.4591731723400025, 25, 64080.0027638124, 49.51741295411595
54, 2017 2 21, 2017 3 1, -123.2619398922259, 47.54213033053105, 37.275891088476094, 6.091046321717477, 9, 22124.03391549931, 31.393788548740265
55, 2017 3 21, 2017 4 6, -124.29450928129741, 48.51939402306237, 34.230375015994234, 6.406701494046964, 17, 60489.24475771007, 63.52315703762852
56, 2017 12 2, 2017 12 7, -124.66005595752225, 48.24560291507263, 27.60190542854291, 5.903990556309403, 6, 10116.886307495097, 47.963454805504696
57, 2017 12 8, 2017 12 19, -123.55782848868684, 44.78427950597395, 31.37841656619741, 5.81840479966716, 12, 9222.407977174902, 92.95054680902504
58, 2017 12 27, 2018 1 10, -123.51362754065096, 45.6815121272184, 31.356220715597033, 6.139567686329055, 15, 28256.086447850805, 49.928977117672545
59, 2018 1 17, 2018 2 3, -123.34685721895288, 46.55077096536851, 34.25579194033442, 6.286473377127248, 18, 34294.33565117109, 0.0
60, 2018 2 5, 2018 2 17, -124.68927036184697, 48.23992844842291, 27.10522892923085, 6.027525581246916, 13, 12818.239701483479, 338.2587629826511
61, 2018 5 16, 2018 5 27, -123.28683228474547, 47.54549033078532, 37.1505566132164, 6.277093402013244, 12, 29398.587028767462, 36.23605117540894
62, 2018 6 21, 2018 7 13, -124.19809286993821, 48.469463730251626, 34.737029375692266, 6.510543624565146, 23, 69960.13361526761, 57.29851467039518
63, 2018 11 5, 2018 11 14, -123.88048171670171, 42.10743038463474, 28.56783837004612, 6.098856139742875, 10, 22278.37232994918, 63.542528441667585
64, 2019 3 28, 2019 4 6, -123.34767173377291, 46.59437140444285, 33.965628339459926, 5.732568628221248, 10, 11572.865752689304, 181.21076648167673
65, 2019 4 21, 2019 4 29, -123.95842045419727, 41.20698803815325, 22.885987044679588, 5.964892491579598, 9, 9546.976680101314, 0.0
66, 2019 5 7, 2019 5 21, -123.37438232083004, 44.57966265591022, 34.17656814467089, 6.415509753585535, 15, 57513.437433619976, 0.0
67, 2019 7 24, 2019 8 7, -123.78883677858003, 43.38754347687276, 28.086947911305362, 5.988490870169579, 15, 15390.015039620366, 31.384122479791685
68, 2019 8 17, 2019 8 24, -123.59719543280204, 48.15936432284813, 37.57492154202881, 6.214548425617476, 8, 33021.242812821845, 262.28695134272823
69, 2019 11 16, 2019 11 25, -124.66047079328152, 48.822286292308064, 33.949790287346644, 6.142722798813654, 10, 34224.654438555874, 0.0
70, 2020 10 10, 2020 10 27, -123.2922125342098, 47.16755898323263, 36.30212172795302, 6.509299593544157, 18, 61677.605921451584, 30.301685571447486
71, 2020 11 3, 2020 11 21, -123.56322911827648, 48.15886899699954, 37.557680940960054, 6.115940406597146, 19, 24782.411247493612, 0.0
72, 2021 1 29, 2021 2 6, -124.90967056738491, 48.88076778279566, 31.899401658120148, 6.2431582105996535, 9, 43749.871455299275, 0.0
73, 2021 2 11, 2021 2 21, -123.9523324529537, 46.42738840238014, 24.72026578121528, 6.059596438268685, 11, 19942.791364968925, 275.25560145338005
74, 2021 4 7, 2021 4 14, -123.80176267262169, 42.14573764714842, 30.147249379676488, 5.732764078096005, 8, 9177.327893691056, 39.612417990052
75, 2021 4 16, 2021 5 7, -123.36613878011543, 45.07392217296865, 32.89455100262212, 6.190697365139223, 22, 29638.999813535254, 34.051511225581
76, 2021 4 24, 2021 5 7, -123.72173262741236, 43.530505055348534, 29.646460485344463, 6.092584550944479, 14, 20993.43436615094, 0.0
77, 2021 10 4, 2021 10 12, -123.28222263307414, 47.82479517029482, 38.46092682818667, 6.041464754555876, 9, 21492.591574611342, nan
78, 2021 10 19, 2021 11 4, -123.60366890941286, 48.248226918427974, 38.019292161616036, 6.104883244566984, 17, 26302.628516780656, 18.944851481504198
79, 2022 3 22, 2022 4 7, -124.68301876903578, 48.83405470820793, 33.864772554984, 6.180723983135926, 17, 37304.58298185312, 0.0
80, 2022 3 27, 2022 4 3, -123.7648870051454, 42.13004788969069, 31.628372363325987, 5.5747327217942235, 8, 7088.231585844965, 19.12756366433397
81, 2022 3 31, 2022 4 1, -123.76247265726826, 42.174125734654304, 31.053155543215876, 5.103590084109178, 2, 4674.713326701459, 18.208625356127104
82, 2022 5 22, 2022 5 31, -123.02307494491427, 46.8981062674318, 39.665131551463695, 6.222177823317025, 10, 33983.078887196636, 38.69949430004098
83, 2022 9 26, 2022 10 12, -123.17722577537643, 45.64451275324162, 34.83303460046154, 5.990980686618571, 17, 20368.462057347973, 55.27594331727391
